Index,Sample,Report,Series,Longitude,Latitude,Datum,Rock_Class,Rock_Type,Rock_Name,Description,Rcvd_Sample_Wt_kg,SiO2_%_ME_XRF26,TiO2_%_ME_XRF26,Al2O3_%_ME_XRF26,Fe2O3_%_ME_XRF26,MnO_%_ME_XRF26,MgO_%_ME_XRF26,CaO_%_ME_XRF26,Na2O_%_ME_XRF26,K2O_%_ME_XRF26,P2O5_%_ME_XRF26,BaO_%_ME_XRF26,Cr2O3_%_ME_XRF26,SrO_%_ME_XRF26,LOI_%_OA_GRA05x,Total_%_ME_XRF26,SiO2_%_ME_ICP06,TiO2_%_ME_ICP06,Al2O3_%_ME_ICP06,Fe2O3_%_ME_ICP06,MnO_%_ME_ICP06,MgO_%_ME_ICP06,CaO_%_ME_ICP06,Na2O_%_ME_ICP06,K2O_%_ME_ICP06,P2O5_%_ME_ICP06,BaO_%_ME_ICP06,Cr2O3_%_ME_ICP06,SrO_%_ME_ICP06,LOI_%_OA_GRA05,Total_%_TOT_ICP06,S_%_S_IR,C_%_C_IR,Ba_ppm_ME_MS81,Ce_ppm_ME_MS81,Cr_ppm_ME_MS81,Cs_ppm_ME_MS81,Dy_ppm_ME_MS81,Er_ppm_ME_MS81,Eu_ppm_ME_MS81,Ga_ppm_ME_MS81,Gd_ppm_ME_MS81,Ge_ppm_ME_MS81,Hf_ppm_ME_MS81,Ho_ppm_ME_MS81,La_ppm_ME_MS81,Lu_ppm_ME_MS81,Nb_ppm_ME_MS81,Nd_ppm_ME_MS81,Pr_ppm_ME_MS81,Rb_ppm_ME_MS81,Sm_ppm_ME_MS81,Sn_ppm_ME_MS81,Sr_ppm_ME_MS81,Ta_ppm_ME_MS81,Tb_ppm_ME_MS81,Th_ppm_ME_MS81,Tm_ppm_ME_MS81,U_ppm_ME_MS81,V_ppm_ME_MS81,W_ppm_ME_MS81,Y_ppm_ME_MS81,Yb_ppm_ME_MS81,Zr_ppm_ME_MS81,Ag_ppm_ME_4ACD81,As_ppm_ME_4ACD81,Cd_ppm_ME_4ACD81,Co_ppm_ME_4ACD81,Cu_ppm_ME_4ACD81,Li_ppm_ME_4ACD81,Mo_ppm_ME_4ACD81,Ni_ppm_ME_4ACD81,Pb_ppm_ME_4ACD81,Sc_ppm_ME_4ACD81,Tl_ppm_ME_4ACD81,Zn_ppm_ME_4ACD81,As_ppm_ME_MS42,Bi_ppm_ME_MS42,Hg_ppm_ME_MS42,In_ppm_ME_MS42,Re_ppm_ME_MS42,Sb_ppm_ME_MS42,Sc_ppm_ME_MS42,Se_ppm_ME_MS42,Te_ppm_ME_MS42,Tl_ppm_ME_MS42,Nb_ppm_ME_XRF05,Y_ppm_ME_XRF05,Zr_ppm_ME_XRF05,Ni_%_Ni_OG62
128,13SK213A,FA14029267,P_plut_TP,-154.3001,61.6635,WGS84,Igneous,Plutonic,granodiorite,granodiorite ,0.65,68.2,0.33,15.8,3.33,0.06,0.33,1.56,3.58,5.97,0.08,0.22,-0.01,0.03,0.29,99.86,,,,,,,,,,,,,,,,-0.01,0.02,2100,250,10,2.59,5.16,2.72,1.23,22.7,7.62,,10.4,0.97,133.5,0.4,15,87.7,25.8,152,12.45,2,231,0.8,0.92,21.5,0.41,3.92,10,-1,25.6,2.45,453,-0.5,,-0.5,1,-1,40,-1,6,18,8,,75,0.4,0.05,-0.005,,,-0.05,,0.4,-0.01,0.46,,,,
129,13SK213B,FA14029267,EO_M,-154.3001,61.6635,WGS84,Igneous,Plutonic,gabbro,gabbro ,0.69,48.4,1.22,13.25,9.74,0.17,11.45,9.42,1.88,1.38,0.22,0.05,0.14,0.04,1.55,99.05,,,,,,,,,,,,,,,,0.02,0.06,401,25.7,950,3.95,3.77,2.38,1.15,14.7,4.07,,2.8,0.78,11.1,0.34,7.9,15.5,3.49,57.7,4.19,2,324,0.5,0.62,1.64,0.35,1.01,202,1,20.7,2.26,113,-0.5,,-0.5,44,19,60,-1,85,-1,25,,94,2.3,0.04,-0.005,,,-0.05,,0.3,-0.01,0.29,,,,
130,13SK214A,FA14029267,P_plut_TP,-154.214,61.5391,WGS84,Igneous,Plutonic,granite ,granite ,0.66,70.5,0.4,13.5,4.09,0.07,0.31,1.54,3.14,4.89,0.13,0.15,-0.01,0.01,0.3,99.1,,,,,,,,,,,,,,,,-0.01,0.03,1495,95.5,10,9.45,7.57,4.59,1,23.6,8.67,,9.6,1.55,44.8,0.6,18.8,45.4,11.65,197.5,9.92,6,127,1.4,1.32,16.85,0.61,7.25,14,1,41.5,4.26,383,-0.5,,-0.5,2,5,90,-1,6,17,9,,106,15.6,0.39,-0.005,,,0.05,,0.7,0.01,0.72,,,,
131,13SK215A,FA14029267,EO,-154.242,61.6787,WGS84,Igneous,Plutonic,granite ,granite ,0.91,76.1,0.06,12.6,1.49,0.02,0.01,0.44,3.72,4.71,-0.01,-0.01,-0.01,-0.01,0.38,99.56,,,,,,,,,,,,,,,,-0.01,0.03,9,49,10,5.25,10.2,6.1,0.04,26.9,10.25,,5.2,2.1,18.3,0.86,19.6,31,7.12,252,10.25,9,3,1.8,1.68,56.3,0.9,10.2,-5,1,60.1,5.67,119,-0.5,,-0.5,-1,-1,100,-1,2,24,1,,69,0.8,0.14,-0.005,,,-0.05,,1.1,-0.01,0.41,,,,
132,13SK218A,FA14029267,EO,-154.2512,61.6775,WGS84,Igneous,Plutonic,granite ,"biotite granite, younger phase ",0.72,76.3,0.05,12.5,1.4,0.02,-0.01,0.31,3.45,4.87,-0.01,0.01,-0.01,-0.01,0.43,99.37,,,,,,,,,,,,,,,,-0.01,0.04,79.7,39.6,240,8.98,5.26,3.82,0.15,23.5,4.62,,5.3,1.23,16.6,0.63,15.6,18.2,4.65,280,4.83,8,18.6,1.9,0.77,32.6,0.63,7.9,-5,3,33.5,4.27,113,-0.5,,-0.5,-1,-1,40,-1,1,25,1,,28,0.9,0.17,-0.005,,,-0.05,,0.3,0.01,0.28,,,,
133,13SK219A,FA14029267,EO,-153.9551,61.8326,WGS84,Igneous,Plutonic,granite ,"granite, hornblende > biotite ",0.91,72.8,0.22,13.35,2.58,0.05,0.18,1.15,3.89,4.29,0.05,0.09,-0.01,0.01,0.27,98.98,,,,,,,,,,,,,,,,-0.01,0.01,895,71.8,10,5.58,4.6,2.72,0.79,19.7,4.84,,5.6,0.98,37.2,0.48,12.5,28.5,8,145,5.5,3,118,1.1,0.68,15.85,0.41,5.4,7,1,26,2.84,224,-0.5,,-0.5,1,-1,60,-1,3,16,5,,47,1.1,0.04,-0.005,,,0.08,,0.3,-0.01,0.3,,,,
134,13SK219B,FA14029267,EO_M_dike,-153.9551,61.8326,WGS84,Igneous,Volcanic,mafic,mafic dike ,0.67,48,1.24,16.4,9.31,0.16,5.98,9.36,3.18,1.32,0.34,0.09,0.01,0.09,4.37,100.15,,,,,,,,,,,,,,,,0.08,0.7,874,49,100,5.92,3.91,2.26,1.73,17.9,4.78,,2.7,0.83,22.4,0.33,5.3,27.5,6.43,49.4,5.69,1,720,0.3,0.65,3.48,0.31,1.13,197,-1,20.4,1.93,117,-0.5,,-0.5,27,11,80,-1,25,7,24,,86,1.4,0.02,-0.005,,,0.2,,0.5,-0.01,0.07,,,,
135,13ALR111,FA14029267,LC,-152.1988,62.0014,WGS84,Igneous,Plutonic,biotite hornblende granodiorite,biotite hornblende granodiorite on SE (Old Man facies) side of structure ,0.96,64.2,0.65,15.95,4.68,0.1,2.55,4.29,3.72,3.07,0.24,0.13,0.01,0.1,0.48,100.25,,,,,,,,,,,,,,,,-0.01,0.02,1210,79.8,60,2.66,3.44,1.83,1.37,21.5,4.51,,5.3,0.67,43.9,0.28,19.6,32.1,8.76,76.4,5.7,2,907,1.6,0.61,12.75,0.3,3.68,102,-1,17.7,1.69,211,-0.5,,-0.5,11,1,30,-1,23,7,9,,48,2.4,0.03,0.009,,,0.08,,0.3,-0.01,0.19,,,,
136,13ALR115A,FA14029267,Ksed_Spring,-152.0596,62.0212,WGS84,Sedimentary,,sandstone,"sandstone:shale = 1:4, non-micaceous pelitic, medium sandstone, sand scour + bouma sequence? ",0.35,52.4,1.18,16.75,10.06,0.16,4.69,5.52,3.34,1.36,0.23,0.05,0.02,0.09,3.4,99.86,,,,,,,,,,,,,,,,0.2,0.27,458,26.2,150,0.6,3.86,2.3,1.3,22.1,4.31,,2.7,0.8,11.6,0.32,8.6,16.3,3.64,22.1,4.33,1,789,0.5,0.63,1.56,0.3,0.79,245,-1,20.6,2.07,105,-0.5,,-0.5,25,39,50,-1,67,2,19,,109,5.2,0.03,0.034,,,0.17,,0.8,0.01,0.03,,,,
137,13ALR130,FA14029267,,-152.1552,61.8942,WGS84,Igneous,Volcanic,felsic,"2 felsic dikes ~3m thick, may be related to porphyritic dacite up-ridge. ",0.42,56.4,0.87,15.15,5.7,0.12,2.9,5.82,3.93,2.01,0.24,0.11,0.01,0.12,5.39,99.76,,,,,,,,,,,,,,,,0.33,1.1,1020,46.8,50,0.73,3.64,2.09,1.33,21.2,4.34,,4.7,0.74,23.3,0.28,19.2,22.3,5.6,36.4,4.85,1,1010,1.1,0.6,3.7,0.28,2.05,138,-1,19.2,1.92,197,-0.5,,-0.5,13,26,20,-1,18,9,12,,68,1,0.02,0.012,,,0.27,,0.5,-0.01,0.02,,,,
138,13ALR135A,FA14029267,,-152.2452,61.8398,WGS84,Igneous,Volcaniclastic,volcaniclastic,"volcanic sandstone, medium-coarse sandstone, mafic-rich, altered sample, sandstone:shale = 1, shale is cohesive silt, laminated ",0.4,71.1,0.59,11.4,4.75,0.06,1.54,2.14,1.98,1.34,0.15,0.06,0.02,0.02,4.29,99.55,,,,,,,,,,,,,,,,0.02,0.66,598,34.3,140,2.37,2.6,1.61,0.91,14.3,2.92,,3.3,0.52,17,0.21,7.9,16.1,4.18,41.8,3.36,1,229,0.5,0.41,4.18,0.21,1.67,118,1,13.3,1.4,137,-0.5,,-0.5,10,10,50,-1,39,-2,11,,71,3.6,0.06,0.08,,,0.4,,0.3,0.01,0.04,,,,
139,13AJJ200A,FA14029267,,-153.2316,62.3675,WGS84,Igneous,Volcanic,mafic,dark gray-green plagioclase-phyric volcanic ,0.35,47.7,1.49,15.45,10.82,0.17,6.9,10.85,3.27,0.1,0.11,0.04,0.03,0.04,3.44,100.6,,,,,,,,,,,,,,,,0.02,0.04,310,17.3,170,1.33,3.4,1.93,1.24,18.8,3.61,,2.2,0.67,7.2,0.24,9.2,11.6,2.35,1.8,3.2,1,298,0.6,0.58,0.61,0.24,0.22,287,-1,17.1,1.6,84,-0.5,,-0.5,42,98,60,-1,82,-2,29,,74,0.4,0.01,0.007,,,0.21,,0.4,-0.01,-0.02,,,,
140,13AJJ207B,FA14029267,,-153.343,62.3691,WGS84,Igneous,Volcanic,intermediate,"2 m intermediate fine-grained sill intruding limestone, looks different than mafic intrusions, sharper contact and undeformed ",0.67,49.4,0.62,11.35,8.15,0.14,11.7,6.84,2.03,0.36,0.1,0.1,0.17,0.03,9.35,100.55,,,,,,,,,,,,,,,,0.04,1.45,911,15,1170,2.15,2.38,1.55,0.56,11.9,2.34,,1.7,0.51,6.8,0.24,4.2,8.1,1.95,8.1,2.3,-1,236,0.3,0.36,1.63,0.2,0.88,185,1,13.5,1.39,62,-0.5,,-0.5,39,67,90,-1,288,5,27,,69,8.3,0.16,0.009,,,0.14,,0.5,0.01,0.02,,,,
141,13AJJ211,FA14029267,LC,-153.2153,62.5144,WGS84,Igneous,Plutonic,biotite hornblende monzonite,"fine- to medium-grained biotite hornblende monzonite (KTm of Bundtzen, T. K., Harris, E. E., & Gilbert, W. G. (1997). Geologic map of the eastern half of the McGrath quadrangle, Alaska. DGGS Report of Investigation, 97-14a.) ",0.68,55.3,0.67,13.3,7.69,0.13,7.8,7.4,2.44,2.15,0.09,0.1,0.06,0.08,2.5,99.87,,,,,,,,,,,,,,,,0.02,0.3,943,35,460,2.28,2.77,1.55,0.94,17.4,3.22,,2.8,0.6,17.6,0.24,7.6,16.1,4.04,71,3.56,1,718,0.5,0.46,6.28,0.22,2.15,181,-1,14.7,1.4,108,-0.5,,-0.5,27,24,20,-1,61,10,21,,83,6.6,0.08,-0.005,,,0.19,,0.3,-0.01,0.23,,,,
142,13AJJ213,FA14029267,P_plut_TP,-153.6705,62.0889,WGS84,Igneous,Plutonic,quartz monzonite,"porphyritic quartz monzonite with 7 cm alkali feldspar megacrysts (Tqm of Bundtzen, T. K., Harris, E. E., & Gilbert, W. G. (1997). Geologic map of the eastern half of the McGrath quadrangle, Alaska. DGGS Report of Investigation, 97-14a.) ",0.57,68.5,0.46,14.95,3.24,0.05,0.75,2.63,3.09,4.31,0.19,0.1,-0.01,0.04,1.42,99.78,,,,,,,,,,,,,,,,-0.01,0.2,971,57.7,10,9.04,2.62,1.44,1.07,18.9,3.67,,5.4,0.51,29.4,0.21,13.1,24.8,6.56,169,5.1,4,334,1.1,0.48,15.4,0.19,4.63,19,55,14,1.36,212,-0.5,,-0.5,3,-1,50,7,5,15,4,,47,0.7,0.24,0.043,,,0.06,,0.4,-0.01,0.37,,,,
143,13AJJ214,FA14029267,E_Mg_plut,-153.7159,62.1943,WGS84,Igneous,Plutonic,biotite hornblende granite,"quartz porphyry, biotite hornblende granite ",0.95,66.9,0.51,15.05,3.89,0.05,1.62,3.46,3.4,3.09,0.11,0.13,0.01,0.04,1.8,100.95,,,,,,,,,,,,,,,,0.35,0.17,1210,37.8,20,2.28,3.24,1.95,0.77,17.6,3.34,,4.2,0.64,18.6,0.32,6.8,17.7,4.49,97.3,3.84,2,377,0.6,0.54,5.93,0.27,2.18,66,-1,18.2,2.03,155,-0.5,,-0.5,6,13,20,-1,7,4,8,,29,2.3,0.21,-0.005,,,0.38,,0.5,-0.01,0.09,,,,
144,13AJJ223A,FA14029267,,-152.6406,61.8234,WGS84,Igneous,Volcanic,intermediate,intermediate dike cutting sharply across KJs layering ,0.77,59.7,0.64,15,5.77,0.1,2.61,11.05,1.06,0.09,0.25,0.01,0.01,0.01,3.8,100.45,,,,,,,,,,,,,,,,0.08,0.26,22.8,20.1,80,0.34,2.67,1.58,0.81,18.7,2.83,,2.3,0.55,9.3,0.24,5.2,11,2.59,2.6,3.05,1,88.5,0.4,0.4,2.01,0.24,1.05,142,1,13.7,1.34,93,0.5,,-0.5,15,107,50,-1,34,2,15,,75,6.8,0.1,0.027,,,0.32,,1.2,0.05,0.05,,,,
145,13AJJ223B,FA14029267,,-152.6394,61.8223,WGS84,Igneous,Volcanic,intermediate,2 m intermediate sill/dike with 1 cm phlogopite clusters ,0.93,56.1,0.68,20,4.16,0.09,2.02,5.46,5.26,1.48,0.31,0.07,0.01,0.14,4.2,100.4,,,,,,,,,,,,,,,,0.14,0.69,642,19.2,40,1.66,1.91,1.11,1.02,21,2.26,,2,0.4,9.9,0.16,4.8,10.1,2.4,32.7,2.36,1,1250,0.4,0.35,1.49,0.18,0.83,124,1,10.3,1.08,70,-0.5,,-0.5,13,55,30,-1,18,4,8,,58,6.2,0.03,0.024,,,0.43,,0.5,0.01,0.06,,,,
146,13AJJ224,FA14029267,LC,-153.5994,61.392,WGS84,Igneous,Plutonic,biotite hornblende granodiorite,medium-grained biotite hornblende granodiorite ,0.76,55.6,0.87,15.6,7.14,0.12,5.43,6.65,2.7,2.35,0.26,0.09,0.04,0.05,1.02,98,,,,,,,,,,,,,,,,-0.01,0.02,924,57.1,280,5.6,3.77,2.35,1.29,20.3,4.83,,4.7,0.78,29.3,0.29,11.7,26.3,6.7,90,5.78,5,504,0.8,0.68,11.05,0.3,4.21,151,1,20.3,2,195,-0.5,,-0.5,25,14,30,-1,60,9,20,,82,0.9,0.1,-0.005,,,0.47,,0.5,-0.01,0.33,,,,
147,13AJJ225,FA14029267,E_Mg_plut,-153.6793,61.4164,WGS84,Igneous,Plutonic,quartz monzonite,medium-grained equigranular quartz monzonite ,0.8,66.9,0.54,15.15,4.23,0.09,1.66,3.57,3.33,3.3,0.16,0.11,-0.01,0.04,0.46,99.61,,,,,,,,,,,,,,,,-0.01,0.02,1010,44.8,30,9.16,2.37,1.38,0.86,17.8,3.02,,5,0.49,22.8,0.2,7.1,19.6,5.11,119,3.9,3,355,0.6,0.4,9.95,0.2,4.24,65,-1,13.4,1.22,191,-0.5,,-0.5,7,-1,30,-1,10,7,8,,54,0.8,0.03,-0.005,,,0.07,,0.5,-0.01,0.47,,,,
148,13AJJ225B,FA14029267,E_Mg_volc,-153.6812,61.4146,WGS84,Igneous,Volcanic,andesite,contact with granite and purple-gray andesitic volcanic rock ,0.84,60.2,0.86,16.4,6.77,0.1,3.87,6,3.11,2.05,0.23,0.06,0.02,0.05,0.47,100.3,,,,,,,,,,,,,,,,-0.01,0.01,522,39.7,130,12.15,3.37,1.92,1.06,19.2,4.17,,4.4,0.65,18.6,0.27,6.7,20.5,4.98,73.2,4.5,2,428,0.5,0.6,6.71,0.26,2.63,145,1,17.7,1.73,164,-0.5,,-0.5,20,12,30,-1,44,6,17,,78,3.8,0.04,0.013,,,0.27,,0.9,0.01,0.44,,,,
149,13AJJ226,FA14029267,E_plut,-153.8896,61.4863,WGS84,Igneous,Plutonic,biotite granite,coarse-grained biotite granite ,0.96,73.3,0.19,14.1,2.49,0.05,0.29,1.28,4.17,3.75,0.05,0.19,-0.01,0.02,0.27,100.15,,,,,,,,,,,,,,,,-0.01,0.01,1810,56.7,10,3.14,3.76,2.53,0.64,19.7,4.16,,4.7,0.77,30.3,0.34,8.1,24,6.67,99.5,4.95,2,159.5,0.7,0.66,8.93,0.33,2.12,10,-1,21.3,2.28,171,-0.5,,-0.5,1,-1,30,-1,3,8,4,,46,0.6,0.02,-0.005,,,0.05,,0.4,-0.01,0.24,,,,
150,13AJJ227A,FA14029267,P_plut_TP,-154.2853,61.7105,WGS84,Igneous,Plutonic,biotite granite,porphyritic plagioclase megacrystic biotite granite ,0.75,69,0.49,14.7,3.81,0.06,0.76,2.34,3.35,4.52,0.14,0.16,-0.01,0.02,0.38,99.8,,,,,,,,,,,,,,,,-0.01,0.08,1555,92.2,20,10.15,5.12,2.98,1.03,22.8,6.39,,9.1,1.04,47,0.53,15.9,39.3,10.45,197,7.64,6,192,1.4,0.86,19.05,0.5,8.35,24,1,29,3.15,353,-0.5,,-0.5,4,-1,30,-1,4,19,8,,84,7.3,0.29,0.005,,,0.12,,0.7,0.01,0.83,,,,
151,13AJJ227B,FA14029267,P_plut_alk,-154.2853,61.7105,WGS84,Igneous,Plutonic,gabbro,gabbro sheets that appear intruded by sheet-like granite ,0.86,57.8,0.99,15.9,11.34,0.18,0.77,4.9,3.62,3.65,0.26,0.47,-0.01,0.06,0.08,100.25,,,,,,,,,,,,,,,,0.02,0.07,4230,144.5,10,3.95,7.88,4.55,2.87,24.6,9.64,,13.1,1.64,73.8,0.72,27,63.7,16.9,101,11.85,3,463,1.3,1.36,11.4,0.71,4.61,13,1,42.2,4.5,662,-0.5,,0.7,6,7,30,2,4,8,20,,204,2.3,0.09,0.006,,,0.13,,0.7,0.01,0.29,,,,
152,13AJJ228A,FA14029267,P_plut_TP,-154.1672,61.5377,WGS84,Igneous,Plutonic,biotite granite,very coarse-grained alkali feldspar megacrystic biotite granite ,0.93,66.3,0.58,15.2,4.82,0.08,0.58,2.46,3.18,4.43,0.22,0.23,-0.01,0.02,1.54,99.73,,,,,,,,,,,,,,,,-0.01,0.17,2090,114.5,20,5.42,7.69,4.14,1.44,24.7,9.21,,11.6,1.53,55.5,0.56,19,54,13.6,141.5,11.3,3,215,1,1.33,17.45,0.59,3.87,31,1,39.4,3.55,468,-0.5,,-0.5,5,11,40,-1,13,14,9,,107,4,0.06,0.005,,,0.13,,1.1,0.01,0.38,,,,
153,13AJJ228C,FA14029267,P_plut_TP,-154.1673,61.5367,WGS84,Igneous,Plutonic,granite,fine-grained granite in intrusive contact with megacrystic granite ,0.54,75.4,0.12,12.15,1.83,0.03,0.11,0.64,2.73,5.48,0.06,0.04,-0.01,-0.01,0.58,99.19,,,,,,,,,,,,,,,,-0.01,0.03,394,64.9,10,5.99,9.41,5.85,0.33,18.5,7.9,,4.5,1.87,28.2,0.9,10,30.1,8,183.5,8,4,52.2,0.8,1.45,18.4,0.9,4.59,-5,1,53.8,5.68,125,-0.5,,-0.5,1,9,30,-1,-1,24,3,,41,3.2,0.12,-0.005,,,-0.05,,0.4,-0.01,0.28,,,,
154,13AJJ229,FA14029267,E_Mg_plut,-153.8435,61.4172,WGS84,Igneous,Plutonic,hornblende biotite granodiorite,medium-grained hornblende biotite granodiorite ,0.68,62.6,0.75,16.05,5.82,0.09,2.81,4.99,3.39,2.76,0.2,0.1,0.01,0.05,0.31,100.05,,,,,,,,,,,,,,,,-0.01,0.01,855,45.4,50,5.89,3.61,2.12,1.04,20,4.13,,5,0.7,22.3,0.28,7.1,21.6,5.52,95.6,4.74,3,371,0.6,0.62,8.59,0.28,3.82,114,1,19.2,2.01,191,0.5,,-0.5,14,16,40,-1,19,11,13,,70,8.4,0.14,-0.005,,,0.21,,0.7,0.01,0.51,,,,
155,13AJJ230,FA14029267,LC_alk,-153.6883,61.5099,WGS84,Igneous,Plutonic,hornblende granodiorite,coarse-grained hornblende granodiorite/diorite with strong foliation def by 1-2 cm acicular hornblende and 1-3 cm elongate tabular plagioclase ,0.98,53.4,1.07,16.6,9.32,0.18,3.3,6.3,3.38,4.83,0.61,0.14,0.01,0.13,0.78,100.2,,,,,,,,,,,,,,,,0.01,0.02,1300,42.4,30,3.22,3.61,1.99,1.47,21.6,4.64,,3.3,0.74,20.7,0.29,13.6,22.7,5.36,130,5.21,1,1100,0.7,0.6,4.09,0.3,1.67,243,1,19,1.89,131,-0.5,,-0.5,22,100,10,-1,19,11,17,,101,1.9,0.03,0.076,,,0.34,,0.6,0.01,0.05,,,,
156,13AJJ231B,FA14029267,P_plut_anom,-153.6743,61.6216,WGS84,Igneous,Plutonic,hornblende granodiorite,foliated and locally sheared hornblende granodiorite ,0.48,51.6,1.04,16.5,10.08,0.2,3.78,8.02,3.1,3.46,0.6,0.13,-0.01,0.12,0.21,99.07,,,,,,,,,,,,,,,,0.03,0.02,1225,42.8,30,2.43,4.1,2.31,1.59,22,4.88,,2.3,0.78,20.6,0.31,8.4,23.1,5.49,86.2,5.47,1,1030,0.5,0.7,2.56,0.32,1.09,267,1,21.1,1.97,85,-0.5,,-0.5,26,79,30,-1,17,11,18,,107,2.1,0.09,0.005,,,0.13,,0.7,0.01,0.29,,,,
157,13AJJ232A,FA14029267,EO_M,-153.7661,61.6711,WGS84,Igneous,Plutonic,biotite gabbro,biotite-bearing gabbro ,0.87,40,1.02,6.73,17.77,0.29,23,3.78,0.73,0.95,0.62,0.05,0.02,0.02,2.92,98.08,,,,,,,,,,,,,,,,0.03,0.03,441,36.3,190,5.24,2.98,1.55,1.14,8.9,4.15,,1.3,0.61,16,0.21,7,20.6,4.84,30.8,4.47,4,218,0.4,0.53,1.59,0.21,1.08,88,1,15.2,1.34,57,-0.5,,-0.5,90,3,30,-1,371,3,13,,179,1.3,0.05,0.007,,,0.07,,0.4,0.01,1.09,,,,
158,13AJJ232B,FA14029267,EO_M_dike,-153.7674,61.6708,WGS84,Igneous,Plutonic,granite,2 slightly different phases of more intermediate/felsic granitoid cutting gabbro ,1.12,48.6,2.29,21,7.2,0.15,3.99,10.1,3.32,0.99,0.26,0.06,0.03,0.1,1.2,99.4,,,,,,,,,,,,,,,,0.01,0.06,469,20.4,210,6.55,2.06,1.11,1.44,20,2.73,,1.3,0.44,9.2,0.16,7.5,12.2,2.63,45.9,2.48,6,826,0.5,0.35,0.79,0.17,0.55,224,1,10.6,0.99,56,0.5,,-0.5,18,1,50,-1,21,-2,15,,83,0.5,0.04,-0.005,,,0.05,,0.6,0.01,0.2,,,,
159,13AJJ233,FA14029267,P_plut_alk,-154.2944,62.1006,WGS84,Igneous,Plutonic,quartz monzonite,"Middle Fork pluton, Tgqm quartz monzonite phase of Bundtzen McGrath map; Bundtzen, T. K., Harris, E. E., & Gilbert, W. G. (1997). Geologic map of the eastern half of the McGrath quadrangle, Alaska. DGGS Report of Investigation, 97-14a. ",0.93,55.9,1.92,15,9.7,0.16,2,4.52,4.17,3.63,0.6,0.08,-0.01,0.04,0.98,99.8,,,,,,,,,,,,,,,,0.36,0.09,753,129.5,10,5.62,10.95,6.67,1.95,27.6,12,,13.8,2.29,60.7,0.95,42.9,62.6,15.7,140,13.55,8,307,2.4,1.86,12.55,0.93,6.7,54,2,60.2,6.08,694,-0.5,,-0.5,13,3,50,1,2,20,10,,173,4.5,0.07,0.005,,,0.7,,1.2,-0.01,0.35,,,,
160,13AJJ235A,FA14029267,P_plut_alk,-154.4287,62.1488,WGS84,Igneous,Plutonic,gabbro,"Middle Fork pluton, fine-grained gabbro (?) dikes cutting Tsy syenite phase of Bundtzen McGrath map; Bundtzen, T. K., Harris, E. E., & Gilbert, W. G. (1997). Geologic map of the eastern half of the McGrath quadrangle, Alaska. DGGS Report of Investigation, 97-14a. ",0.91,52.4,1.42,15.4,7.54,0.12,5.4,8.83,2.95,1.86,0.4,0.09,0.05,0.05,2.48,99.15,,,,,,,,,,,,,,,,0.02,0.4,796,66.3,380,3.6,6.22,3.46,1.83,21.2,6.78,,4.8,1.29,31.3,0.51,17.7,32.4,8.19,66.8,7.21,2,401,1,1.05,6.55,0.5,2.55,173,-1,31.5,3.12,198,-0.5,,-0.5,25,6,30,-1,17,9,19,,105,1.6,0.03,0.005,,,0.16,,0.9,-0.01,0.36,,,,
161,13AJJ235B,FA14029267,P_plut_alk,-154.4299,62.1487,WGS84,Igneous,Plutonic,hornblende syenite,"Middle Fork pluton, coarse-grained hornblende syenite (Tsy) phase of Bundtzen McGrath map; Bundtzen, T. K., Harris, E. E., & Gilbert, W. G. (1997). Geologic map of the eastern half of the McGrath quadrangle, Alaska. DGGS Report of Investigation, 97-14a. ",0.6,61.4,0.65,15.25,8.03,0.19,0.07,2.55,4.71,5.76,0.07,0.06,-0.01,-0.01,0.04,98.96,,,,,,,,,,,,,,,,-0.01,0.03,602,72.6,10,1.78,7.54,4.5,1.81,25.9,8.69,,18.4,1.6,29.8,0.97,47.9,43.9,9.82,99.1,9.85,2,57,1.6,1.28,4.75,0.69,1.66,-5,-1,37.5,5.21,1180,-0.5,,0.5,1,3,-10,-1,2,11,2,,161,1.4,0.04,0.005,,,0.18,,0.6,-0.01,0.06,,,,
162,13AJJ236,FA14029267,P_plut_alk,-154.463,62.1508,WGS84,Igneous,Plutonic,gabbro,"Middle Fork pluton, alkali gabbro (Tgb) phase of Bundtzen McGrath map; Bundtzen, T. K., Harris, E. E., & Gilbert, W. G. (1997). Geologic map of the eastern half of the McGrath quadrangle, Alaska. DGGS Report of Investigation, 97-14a. ",1.07,50.4,1.9,15.1,10.84,0.19,6.13,10.55,3,1.37,0.42,0.1,0.06,0.05,0.05,100.3,,,,,,,,,,,,,,,,-0.01,0.03,867,58,440,0.77,7.81,4.48,2.19,20.2,8.46,,5.8,1.54,25.2,0.6,21.6,34.5,8.02,33.3,8.61,1,433,1.1,1.3,2.29,0.6,1.23,166,-1,38.3,3.78,285,-0.5,,-0.5,29,30,10,-1,53,-2,28,,126,0.7,0.02,-0.005,,,0.05,,1.1,0.01,0.2,,,,
